firstlabel_group,prdlstReportNo,prdlstNm,prdkind,manufacture,seller,rawmtrl,allergy,nutrient,barcode,capacity,productGb,imgurl1,imgurl2,prdkindstate,rnum,group_rule,embedding_text
과자,201904962715,설화눈꽃팝김부각스낵,과자,남원혼불부각,,"찹쌀,김,참깨,옥수수기름(옥배유),양파,무,대파,천일염,마늘,새우,멸치,다시마,건표고버섯,둥굴레,감초,정제수",없음,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2019/201904962715/201904962715-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2019/201904962715/201904962715-2.jpg,낱개 및 세트박스 포장,1,품목유형: 과자,제품명: 설화눈꽃팝김부각스낵 | 카테고리: 과자
과자,201904962712,설화눈꽃팝김부각스낵 아몬드맛,과자,남원혼불부각,,"찹쌀,김,참깨,옥수수기름(옥배유),아몬드,양파,무,천일염,대파,마늘,새우,멸치,다시마,건표고버섯,둥굴레,감초,정제수",아몬드,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2019/201904962712/201904962712-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2019/201904962712/201904962712-2.jpg,낱개 및 세트박스 포장,2,품목유형: 과자,제품명: 설화눈꽃팝김부각스낵 아몬드맛 | 카테고리: 과자
과자,201904962711,눈꽃팝김부각스낵,과자,남원혼불부각,남원혼불부각,"찹쌀,김,참깨,옥수수기름(옥배유),양파,무,대파,천일염,마늘,새우,멸치,다시마,건표고버섯,둥굴레,감초,정제수",없음,"찹쌀(국산)45%,김(국산)25%,옥수수유(외국산), 참깨,양파,무,대파,마늘,천일염,새우,멸치,다시마,건표고버섯,둥글레,감초,정제수",,,식품,http://www.haccp.or.kr/fresh/prdimg/2019/201904962711/201904962711-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2019/201904962711/201904962711-2.jpg,낱개 및 세트박스 포장,3,품목유형: 과자,제품명: 눈꽃팝김부각스낵 | 카테고리: 과자
과자,201804424055,바삭하고 고소한 우유팝콘,과자류(유처리제품),예그린,예그린,"옥수수,우유농축액,야자유,정제소금,합성착향료버터향",우유,"열량 270.22 kcal, 나트륨 115.5mg(6%),탄수화물44.3g(14%), 당류17.6g(18%),지방 8.4g(16%),트랜스지방 0g,포화지방5.9g(39%), 콜레스테롤4.9mg(2%), 단백질 4.3g(8%) ",8809990005420,,식품,http://www.haccp.or.kr/fresh/prdimg/2018/201804424055/201804424055-1.png,http://www.haccp.or.kr/fresh/prdimg/2018/201804424055/201804424055-2.png,60g/1개,8,품목유형: 과자,제품명: 바삭하고 고소한 우유팝콘 | 카테고리: 과자류(유처리제품)
과자,201804424053,고소하고 매콤 달콤한 고추 팝콘,과자류(유처리제품),예그린,예그린,"옥수수,사과발효액,고추발효액,야자유,정제소금,합성착향료버터향",없음,"열량 278 kcal, 나트륨 128.4mg(7%),탄수화물43.10g(13%), 당류15.45g(16%), 지방10.12g(19%),트랜스지방 0g,포화지방7.34g(49%),콜레스테롤0g,단백질3.6g(7%)",8809990005413,,식품,http://www.haccp.or.kr/fresh/prdimg/2018/201804424053/201804424053-1.png,http://www.haccp.or.kr/fresh/prdimg/2018/201804424053/201804424053-2.png,60g/1개,9,품목유형: 과자,제품명: 고소하고 매콤 달콤한 고추 팝콘 | 카테고리: 과자류(유처리제품)
과자,201804424052,충주 사과 팝콘,과자류(유처리제품),예그린,예그린,"옥수수,사과발효액,야자유,정제소금,정제소금,합성착향료(버터향)",없음,"열량 293kcal, 나트륨 132.9mg(7%), 탄수화물 41.50g(13%), 당류 12.4g(12%), 지방 12.6g(23%),트랜스지방 0g, 포화지방 5.1g(34%), 콜레스테롤 0g, 단백질 3.2g(6%)",8809990005406,,식품,http://www.haccp.or.kr/fresh/prdimg/2018/201804424052/201804424052-1.png,http://www.haccp.or.kr/fresh/prdimg/2018/201804424052/201804424052-2.png,60g/1개,10,품목유형: 과자,제품명: 충주 사과 팝콘 | 카테고리: 과자류(유처리제품)
과자,201700809299,흑미초코쿠키,과자류,(팩토리)더브레드블루,,"흑미가루,마가린,코팅초콜릿,슈가파우더,식물성크림,정제소금",대두,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/201700809299/201700809299-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/201700809299/201700809299-2.png,실온,115,품목유형: 과자,제품명: 흑미초코쿠키 | 카테고리: 과자류
빵류,201700809298,초코머핀,빵류,(팩토리)더브레드블루,,"밀가루,정제수,초코플레이크,설탕,정제미강유,카카오분말,베이킹파우더",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/201700809298/201700809298-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809298/201700809298-2.jpg,실온,116,품목유형: 빵,제품명: 초코머핀 | 카테고리: 빵류
빵류,2017008092967,당근케이크(냉동),빵류,(팩토리)더브레드블루,,"식물성크림,당근,두유,밀가루,설탕,마가린,물엿,분리대두단백,호두분태,웰가에스피,베이킹파우더,정제소금,계피가루","밀,대두,호두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092967/2017008092967-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092967/2017008092967-2.png,냉동,117,품목유형: 빵,제품명: 당근케이크(냉동) | 카테고리: 빵류
빵류,2017008092963,당근케이크,빵류,(팩토리)더브레드블루,,"두유,식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,당근,밀가루,설탕,물엿,쌀눈유,분리대두단백,호두분태,웰가에스피,베이킹파우더,피스타치오견과,정제소금,계피가루,콘스타치(고시형)","밀,대두,호두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092963/2017008092963-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092963/2017008092963-2.png,실온,118,품목유형: 빵,제품명: 당근케이크 | 카테고리: 빵류
빵류,2017008092960,우리밀식빵,빵류,더브레드블루,,"밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092960/2017008092960-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092960/2017008092960-2.jpg,실온,119,품목유형: 빵,제품명: 우리밀식빵 | 카테고리: 빵류
빵류,201700809295,블루베리머핀,빵류,더브레드블루,,"밀가루,정제수,사탕수수가루,블루베리파이필링,블루베리,정제수,설탕,변성전분,구연산,쌀눈유,냉동블루베리,베이킹파우더",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/201700809295/201700809295-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809295/201700809295-2.jpg,실온,120,품목유형: 빵,제품명: 블루베리머핀 | 카테고리: 빵류
빵류,2017008092949,르방 매콤한 치아바타,빵류,(팩토리)더브레드블루,,"밀가루,정제수,할라피뇨,블랙올리브,양파,올리브유,정제소금,당류가공품,효모",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092949/2017008092949-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092949/2017008092949-2.jpg,실온,121,품목유형: 빵,제품명: 르방 매콤한 치아바타 | 카테고리: 빵류
빵류,2017008092940,초코식빵,빵류,더브레드블루,,"밀가루,정제수,두유,서양호박,다크초콜릿컴파운드칩,쌀눈유,사탕수수가루,초콜릿류,곡류가공품,효모,정제소금,콘스타치(고시형)","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092940/2017008092940-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092940/2017008092940-2.png,실온,122,품목유형: 빵,제품명: 초코식빵 | 카테고리: 빵류
빵류,201700809294,유기농 통밀100,빵류,더브레드블루,,"통밀가루,정제수,정제소금,맥아엑기스,효모",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/201700809294/201700809294-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809294/201700809294-2.jpg,실온,123,품목유형: 빵,제품명: 유기농 통밀100 | 카테고리: 빵류
빵류,2017008092937,르방 통밀발효종빵,빵류,더브레드블루,,"정제수,밀가루,통밀가루,강력쌀가루,건조덩굴월귤,쌀눈유,호두분태,아몬드슬라이스,검은콩|검은깨,정제소금,당류가공품,인스턴트이스트","밀,호두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092937/2017008092937-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092937/2017008092937-2.jpg,실온,124,품목유형: 빵,제품명: 르방 통밀발효종빵 | 카테고리: 빵류
과자,2017008092936,초코칩쿠키,과자류,(팩토리)더브레드블루,,"밀가루,마가린,아몬드분말,슈가파우더,코코아분말,아몬드슬라이스,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092936/2017008092936-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092936/2017008092936-2.png,실온,125,품목유형: 과자,제품명: 초코칩쿠키 | 카테고리: 과자류
과자,2017008092935,초코스콘,과자류,(팩토리)더브레드블루,,"밀가루,마가린,식물성크림,다크초콜릿컴파운드칩,박력쌀가루,아몬드분말,설탕,코코아분말,정제소금,베이킹파우더","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092935/2017008092935-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092935/2017008092935-2.png,실온,126,품목유형: 과자,제품명: 초코스콘 | 카테고리: 과자류
과자,2017008092932,레몬스콘,과자류,(팩토리)더브레드블루,,"밀가루,마가린,설탕,아몬드분말,식물성크림,박력쌀가루,레몬즙,정제소금,베이킹파우더","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092932/2017008092932-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092932/2017008092932-2.png,실온,127,품목유형: 과자,제품명: 레몬스콘 | 카테고리: 과자류
빵류,2017008092931,감자포카치아,빵류,더브레드블루,,"밀가루,정제수,감자,통밀가루,올리브유,두류가공품,양파,블랙올리브,정제소금,건파슬리플레이크,인스턴트이스트,당류가공품",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092931/2017008092931-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092931/2017008092931-2.png,실온,128,품목유형: 빵,제품명: 감자포카치아 | 카테고리: 빵류
빵류,201700809293,비건 모닝빵,빵류,(팩토리)더브레드블루,,"밀가루,정제수,두유,설탕,현미유,효모,정제소금,곡류가공품","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/201700809293/201700809293-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/201700809293/201700809293-2.jpg,실온,129,품목유형: 빵,제품명: 비건 모닝빵 | 카테고리: 빵류
빵류,2017008092928,비건 단호박식빵,빵류,더브레드블루,,"밀가루,정제수,호박,쌀눈유,사탕수수가루,곡류가공품,효모,정제소금",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092928/2017008092928-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092928/2017008092928-2.jpg,실온,130,품목유형: 빵,제품명: 비건 단호박식빵 | 카테고리: 빵류
빵류,2017008092923,유기농 통밀식빵,빵류,더브레드블루,,"통밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092923/2017008092923-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092923/2017008092923-2.jpg,실온,131,품목유형: 빵,제품명: 유기농 통밀식빵 | 카테고리: 빵류
빵류,201700809292,녹차머핀,빵류,(팩토리)더브레드블루,,"밀가루,정제수,설탕,피스타치오분태,정제미강유,녹차가루,녹차가루,녹차레진,녹차추출물분말가루,녹차추출물(고시형),베이킹파우더",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/201700809292/201700809292-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/201700809292/201700809292-2.png,실온,132,품목유형: 빵,제품명: 녹차머핀 | 카테고리: 빵류
빵류,20170080929190,무화과 깜빠뉴(냉동),빵류,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,건조무화과다이스,무화과,밀가루,호밀분말,정제소금,검은콩|검은깨,당류가공품,효모",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929190/20170080929190-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929190/20170080929190-2.png,냉동,133,품목유형: 빵,제품명: 무화과 깜빠뉴(냉동) | 카테고리: 빵류
빵류,20170080929189,우리밀식빵(냉동),빵류,더브레드블루,,"밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929189/20170080929189-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929189/20170080929189-2.jpg,냉동,134,품목유형: 빵,제품명: 우리밀식빵(냉동) | 카테고리: 빵류
빵류,20170080929188,매콤한 치아바타(냉동),빵류,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,할라피뇨,블랙올리브,블랙올리브,정제수,정제소금,젖산철,양파,올리브유,정제올리브유,압착올리브유,정제소금,당류가공품,효모",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929188/20170080929188-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929188/20170080929188-2.jpg,냉동,135,품목유형: 빵,제품명: 매콤한 치아바타(냉동) | 카테고리: 빵류
빵류,20170080929186,초코식빵(냉동),빵류,더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C,효소,정제수,두유,서양호박,다크초콜릿컴파운드칩,카카오페이스트,설탕,레시틴,천연바닐라향,쌀눈유,사탕수수가루,초콜릿류,코코아매스,설탕,코코아버터,레시틴,천연바닐라향,곡류가공품,효모,정제소금,콘스타치(고시형)","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929186/20170080929186-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929186/20170080929186-2.png,냉동,136,품목유형: 빵,제품명: 초코식빵(냉동) | 카테고리: 빵류
빵류,20170080929185,감자치아바타(냉동),빵류,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,감자,정제소금,곡류가공품,효모,당류가공품",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929185/20170080929185-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929185/20170080929185-2.jpg,냉동,137,품목유형: 빵,제품명: 감자치아바타(냉동) | 카테고리: 빵류
빵류,20170080929184,고구마바게트(냉동),빵류,(팩토리)더브레드블루,,"고구마,밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,곡류가공품,밀가루,해바라기씨앗,호밀,대두,밀기울,호두분태,설탕,아몬드,효모,검정깨(흑임자),정제소금,곡류가공품","밀,대두,호두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929184/20170080929184-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929184/20170080929184-2.png,냉동,138,품목유형: 빵,제품명: 고구마바게트(냉동) | 카테고리: 빵류
빵류,20170080929183,초코머핀(냉동),빵류,(팩토리)더브레드블루,,"밀가루,정제수,초코플레이크,설탕,정제미강유,카카오분말,베이킹파우더",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929183/20170080929183-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929183/20170080929183-2.jpg,냉동,139,품목유형: 빵,제품명: 초코머핀(냉동) | 카테고리: 빵류
빵류,20170080929182,블루베리머핀(냉동),빵류,(팩토리)더브레드블루,,"밀가루,블루베리파이필링,블루베리열매,정제수,옥수수시럽,변성전분,정제수,설탕,정제미강유,베이킹파우더,호두분태",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929182/20170080929182-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929182/20170080929182-2.jpg,냉동,140,품목유형: 빵,제품명: 블루베리머핀(냉동) | 카테고리: 빵류
빵류,20170080929181,유기농 통밀식빵(냉동),빵류,더브레드블루,,"통밀가루,정제수,쌀눈유,사탕수수가루,효모,곡류가공품,정제소금",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929181/20170080929181-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929181/20170080929181-2.jpg,냉동,141,품목유형: 빵,제품명: 유기농 통밀식빵(냉동) | 카테고리: 빵류
빵류,20170080929180,녹차머핀(냉동),빵류,(팩토리)더브레드블루,,"밀가루,정제수,설탕,피스타치오견과,정제미강유,녹차가루,녹차가루,녹차레진,녹차추출물분말가루,녹차추출물(고시형),베이킹파우더",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929180/20170080929180-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929180/20170080929180-2.png,냉동,142,품목유형: 빵,제품명: 녹차머핀(냉동) | 카테고리: 빵류
빵류,2017008092918,르방 호밀100,빵류,(팩토리)더브레드블루,,"호밀가루,정제수,정제소금,맥아엑기스,효모",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092918/2017008092918-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092918/2017008092918-2.jpg,실온,143,품목유형: 빵,제품명: 르방 호밀100 | 카테고리: 빵류
빵류,20170080929179,통밀단팥빵(냉동),빵류,더브레드블루,,"통팥앙금,삶은팥,팥,산도조절제,설탕,말티톨시럽,물엿,정제소금,변성전분,현미유,통밀가루,정제수,설탕,호두분태,팥,효모,곡류가공품,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929179/20170080929179-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929179/20170080929179-2.jpg,냉동,144,품목유형: 빵,제품명: 통밀단팥빵(냉동) | 카테고리: 빵류
빵류,20170080929178,모닝빵(냉동),빵류,(팩토리)더브레드블루,,"밀가루,정제수,두유,설탕,현미유,효모,정제소금,곡류가공품","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929178/20170080929178-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929178/20170080929178-2.jpg,냉동,145,품목유형: 빵,제품명: 모닝빵(냉동) | 카테고리: 빵류
빵류,20170080929167,영주사과빵,빵류,더브레드블루,,"사과,통밀가루,정제수,설탕,쌀눈유,효모,곡류가공품,정제소금,계피,두유","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929167/20170080929167-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929167/20170080929167-2.jpg,실온,146,품목유형: 빵,제품명: 영주사과빵 | 카테고리: 빵류
과자,20170080929165,말차스콘,과자류,(팩토리)더브레드블루,,"밀가루,마가린,팜유,팜올레인유,콩기름(대두유),식물성크림,정제수,경화팜핵유,레시틴,설탕,야자유,아몬드분말,설탕,박력쌀가루,덩굴월귤,덩굴월귤,설탕,해바라기유,말차,녹차가루,정제소금,베이킹파우더","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929165/20170080929165-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929165/20170080929165-2.png,실온,147,품목유형: 과자,제품명: 말차스콘 | 카테고리: 과자류
빵류,20170080929163,르방 호두 깜빠뉴,빵류,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,호두분태,곡류가공품,밀가루,해바라기씨앗,호밀,아마씨앗,대두,마카다미아분태,피스타치오견과,정제소금,당류가공품,효모","밀,호두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929163/20170080929163-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929163/20170080929163-2.png,실온,148,품목유형: 빵,제품명: 르방 호두 깜빠뉴 | 카테고리: 빵류
빵류,20170080929160,르방 감자치아바타,빵류,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,감자,정제소금,곡류가공품,효모,당류가공품",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929160/20170080929160-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929160/20170080929160-2.jpg,실온,149,품목유형: 빵,제품명: 르방 감자치아바타 | 카테고리: 빵류
빵류,2017008092916,고구마바게트,빵류,(팩토리)더브레드블루,,"고구마,강력분,정제수,곡류가공품,호두분태,설탕,아몬드,효모,검정깨(흑임자),정제소금,곡류가공품","밀,대두,호두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092916/2017008092916-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092916/2017008092916-2.png,실온,150,품목유형: 빵,제품명: 고구마바게트 | 카테고리: 빵류
빵류,20170080929158,르방 무화과 깜빠뉴,빵류,(팩토리)더브레드블루,,"밀가루,밀가루,밀글루텐,비타민C(고시형),효소,정제수,건조무화과다이스,무화과,밀가루,호밀분말,정제소금,검은콩|검은깨,당류가공품,효모",밀,,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929158/20170080929158-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929158/20170080929158-2.png,실온,151,품목유형: 빵,제품명: 르방 무화과 깜빠뉴 | 카테고리: 빵류
과자,2017008092914,비건버터쿠키,과자류,더브레드블루,,"밀가루,마가린,슈가파우더,식물성크림,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092914/2017008092914-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092914/2017008092914-2.png,실온,152,품목유형: 과자,제품명: 비건버터쿠키 | 카테고리: 과자류
빵류,20170080929133,더화이트앤블랙케이크(냉동),빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,밀가루,설탕,초콜릿,코코아매스,설탕,코코아버터,레시틴,천연바닐라향,물엿,쌀눈유,마가린,분리대두단백,카카오분말,웰가에스피,럼레진,베이킹파우더,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929133/20170080929133-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929133/20170080929133-2.png,냉동,153,품목유형: 빵,제품명: 더화이트앤블랙케이크(냉동) | 카테고리: 빵류
빵류,20170080929132,코코망고케이크(냉동),빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,과채가공품,밀가루,망고퓌레,망고,설탕,물엿,쌀눈유,당류가공품,분리대두단백,웰가에스피,베이킹파우더,콘스타치(고시형),한천분말,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929132/20170080929132-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929132/20170080929132-2.png,냉동,154,품목유형: 빵,제품명: 코코망고케이크(냉동) | 카테고리: 빵류
빵류,20170080929131,커피퐁당케이크(냉동),빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,밀가루,두유,설탕,커피엑기스,설탕,카라멜색소,커피추출,프로필렌글리콜,물엿,쌀눈유,마가린,아몬드분말,초콜릿,분리대두단백,웰가에스피,베이킹파우더,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929131/20170080929131-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929131/20170080929131-2.png,냉동,155,품목유형: 빵,제품명: 커피퐁당케이크(냉동) | 카테고리: 빵류
빵류,20170080929130,"안녕,나의라임레몬케이크(냉동)",빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,밀가루,라임,설탕,쌀눈유,물엿,레몬주스,당류가공품,분리대두단백,라임퓌레농축액,웰가에스피,베이킹파우더,정제수,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929130/20170080929130-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929130/20170080929130-2.jpg,냉동,156,품목유형: 빵,"제품명: 안녕,나의라임레몬케이크(냉동) | 카테고리: 빵류"
빵류,20170080929129,New 초코케이크(냉동),빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,밀가루,초콜릿,설탕,물엿,쌀눈유,분리대두단백,웰가에스피,카카오분말,베이킹파우더,정제소금,금박","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929129/20170080929129-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929129/20170080929129-2.png,냉동,157,품목유형: 빵,제품명: New 초코케이크(냉동) | 카테고리: 빵류
빵류,20170080929128,더화이트앤블랙케이크,빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,밀가루,설탕,초콜릿,코코아매스,설탕,코코아버터,레시틴,천연바닐라향,물엿,쌀눈유,마가린,분리대두단백,카카오분말,웰가에스피,럼레진,베이킹파우더,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929128/20170080929128-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929128/20170080929128-2.png,실온,158,품목유형: 빵,제품명: 더화이트앤블랙케이크 | 카테고리: 빵류
빵류,20170080929127,코코망고케이크,빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,과채가공품,밀가루,망고퓌레,망고,설탕,물엿,쌀눈유,당류가공품,분리대두단백,웰가에스피,베이킹파우더,콘스타치(고시형),한천분말,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929127/20170080929127-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929127/20170080929127-2.png,실온,159,품목유형: 빵,제품명: 코코망고케이크 | 카테고리: 빵류
빵류,20170080929126,커피퐁당케이크,빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,밀가루,두유,설탕,커피엑기스,설탕,카라멜색소,커피추출,프로필렌글리콜,물엿,쌀눈유,마가린,아몬드분말,초콜릿,분리대두단백,웰가에스피,베이킹파우더,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929126/20170080929126-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929126/20170080929126-2.png,실온,160,품목유형: 빵,제품명: 커피퐁당케이크 | 카테고리: 빵류
빵류,20170080929125,New 초코케이크,빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,밀가루,초콜릿,설탕,물엿,쌀눈유,분리대두단백,웰가에스피,카카오분말,베이킹파우더,정제소금,금박","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929125/20170080929125-1.png,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929125/20170080929125-2.png,실온,161,품목유형: 빵,제품명: New 초코케이크 | 카테고리: 빵류
빵류,20170080929124,"안녕,나의라임레몬케이크",빵류,(팩토리)더브레드블루,,"식물성크림,식물성유지,설탕,분말셀룰로오스,유화제,식염,두유,밀가루,라임,설탕,쌀눈유,물엿,레몬주스,당류가공품,분리대두단백,라임퓌레농축액,웰가에스피,베이킹파우더,정제수,정제소금","밀,대두",,,,식품,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929124/20170080929124-1.jpg,http://www.haccp.or.kr/fresh/prdimg/2017/20170080929124/20170080929124-2.jpg,실온,162,품목유형: 빵,"제품명: 안녕,나의라임레몬케이크 | 카테고리: 빵류"
